person,label
Nigel Martin-Smith,Q12811155
Take That,Q152066
--NME--,--NME--
United Kingdom,Q145
Tom Watkins (music manager),Q7817998
Bros,Q395843
Brooks (band),Q4974962
--NME--,--NME--
Friends in Low Places,Q17090415
The Thunder Rolls,Q7769173
Unanswered Prayers,Q7882287
Academy Awards,Q19020
Academy Award for Best Picture,Q102427
Academy Award for Best Sound Mixing,Q830079
Academy Award for Best Supporting Actor,Q106291
Jack Lemmon,Q94123
Lucian K. Truscott IV,Q16116980
Led Zeppelin II,Q209539
The Village Voice,Q876158
Blue Cheer,Q804567
Vanilla Fudge,Q765243
Marc Almond,Q452166
Donna Summer,Q908933
I Feel Love,Q1655174
--NME--,--NME--
Jabberwocky,Q250371
--NME--,--NME--
Compact disc,Q34467
World Wide Fund for Nature,Q117892
Ulster Wildlife Trust,Q7880060
Freddie King,Q436209
Albert King,Q44809
Rock music,Q11399
Soul music,Q131272
Eric Clapton,Q48187
Booker T. & the M.G.'s,Q893007
Blues Brothers 2000,Q832515
Blues,Q9759
B.B. King,Q188969
Bo Diddley,Q208881
Erykah Badu,Q223875
Eric Clapton,Q48187
Steve Winwood,Q314397
Charlie Musselwhite,Q1066965
Blues Traveler,Q886047
Jimmie Vaughan,Q538543
Jeff Baxter,Q490829
Pete Seeger,Q244441
Ivan Neville,Q2994084
Cyril Neville,Q5200824
Skerik,Q7534676
Adam Levy,Q4679402
Righteous Babe Records,Q2378843
Anaïs Mitchell,Q1467912
C. C. Adcock,Q5006320
--NME--,--NME--
Galactic,Q851926
Bonerama,Q892329
Rebirth Brass Band,Q3421788
New Orleans,Q34404
--NME--,--NME--
Cajun music,Q1026089
Zydeco,Q245296
Blues,Q9759
Dixieland,Q906647
Cliff Bruner,Q1101089
Moon Mullican,Q6907524
Milton Brown,Q1531285
Adolph Hofner,Q365403
Western swing,Q1730388
Michael Jackson,Q2831
The Jackson 5,Q43267
Donny Osmond,Q386053
The Osmonds,Q1543041
Ricky Martin,Q128799
Menudo (band),Q2555767
Justin Timberlake,Q43432
NSYNC,Q154454
Ronan Keating,Q311467
Boyzone,Q213495
Blues,Q9759
Chicago,Q1297
Paul Butterfield,Q918576
Mike Bloomfield,Q919156
British blues,Q918542
Little Walter,Q380261
Sonny Boy Williamson II,Q454692
Sonny Terry,Q781878
Harmonica,Q51290
Harp,Q47369
Detroit blues,Q9759
Chicago blues,Q1071873
Territory band,Q838439
"Kansas City, Missouri",Q41819
Bennie Moten,Q672295
Jay McShann,Q1684347
Count Basie Orchestra,Q1137041
Blues,Q9759
Twelve-bar blues,Q2089987
Count Basie,Q107008
One O'Clock Jump,Q1127463
Jumpin' at the Woodside,Q1713218
Blues,Q9759
Jimmy Rushing,Q1689431
--NME--,--NME--
Sent for You Yesterday,Q7451166
Troy Cassar-Daley,Q3541017
Australia,Q408
--NME--,--NME--
Kev Carmody,Q6395640
Archie Roach,Q633977
Folk rock,Q186472
Country music,Q83440
Aboriginal land rights in Australia,Q4668373
Avant-garde jazz,Q790188
American folk music,Q1541229
Blues,Q9759
--NME--,--NME--
Shakuhachi,Q524526
--NME--,--NME--
American Cancer Society,Q463665
March of Dimes,Q751572
YWCA,Q643370
YMCA,Q157169
Muscular Dystrophy Association,Q6940370
NAACP,Q502044
Miss Teenager Universal,Q25230823
Miss World,Q173402
Miss Venezuela,Q253755
Venezuela,Q717
Miss World 1975,Q2636288
Puerto Rico,Q1183
World War II,Q362
Bluegrass music,Q213714
Bill Monroe,Q170042
Lester Flatt,Q1346706
Earl Scruggs,Q74032
Roy Acuff,Q455773
Grand Ole Opry,Q7098695
--NME--,--NME--
The Beatles,Q1299
Abbey Road,Q173643
Let It Be (Beatles album),Q199585
Pink Floyd,Q2306
The Dark Side of the Moon,Q150901
EMI Records,Q3629023
The Godfather,Q47703
Academy Awards,Q19020
Academy Award for Best Picture,Q102427
Academy Award for Best Actor,Q103916
Academy Award for Best Adapted Screenplay,Q107258
Mario Puzo,Q182870
Blind Willie McTell,Q181689
The Allman Brothers Band,Q507327
Statesboro Blues,Q3968491
Bob Dylan,Q392
Blind Willie McTell (song),Q2711149
Blind Willie McTell,Q181689
Paul Gilbert,Q315092
Pop music,Q37073
Rock and roll,Q7749
Heavy metal music,Q38848
Blues,Q9759
Funk,Q164444
Rock music,Q11399
Jazz,Q8341
Traditional pop,Q1196752
Frank Sinatra,Q40912
Jo Stafford,Q254748
Perry Como,Q333405
Bing Crosby,Q72984
Eddie Fisher (singer),Q363708
Patti Page,Q175759
--NME--,--NME--
Zimbabwe,Q954
1999 All-Africa Games,Q1360178
--NME--,--NME--
HIV/AIDS,Q12199
The Chambers Brothers,Q2410177
--NME--,--NME--
Parliament-Funkadelic,Q3353842
Sly and the Family Stone,Q1133807
Norman Whitfield,Q1386948
The Temptations,Q846373
--NME--,--NME--
Hoochie Coochie Man,Q1627353
I Just Want to Make Love to You,Q1580949
Muddy Waters,Q220707
Wang Dang Doodle,Q2805127
Back Door Man,Q798320
Howlin' Wolf,Q44780
Buckingham Nicks,Q3223960
Second Hand News,Q19895704
Stevie Nicks,Q234691
Gold Dust Woman,Q3325174
The Chain,Q2749374
--NME--,--NME--
1999 All-Africa Games,Q1360178
South Africa,Q258
2004 Summer Olympics,Q8558
--NME--,--NME--
Rhythm and blues,Q45981
Gospel music,Q180268
Classical music,Q9730
John Zorn,Q298726
--NME--,--NME--
Jazz,Q8341
Rock music,Q11399
Hardcore punk,Q10922
Classical music,Q9730
Surf music,Q220830
Heavy metal music,Q38848
Soundtrack,Q217199
--NME--,--NME--
Musical improvisation,Q1049625
Coolio,Q310357
Tommy Boy Records,Q1644016
Coolio.com,Q2373211
El Cool Magnifico,Q2530535
The Return of the Gangsta,Q2071882
Steal Hear,Q2355011
Billboard (magazine),Q485240
Laurence Olivier Award,Q28470
Laurence Olivier Award for Best Musical Revival,Q6500788
Laurence Olivier Award for Best Costume Design,Q6500778
--NME--,--NME--
--NME--,--NME--
Bassoon,Q159998
The Tears of a Clown,Q7768217
--NME--,--NME--
The Miracles,Q1761222
--NME--,--NME--
Jennifer Juniper,Q2716353
--NME--,--NME--
Donovan,Q317427
The 59th Street Bridge Song (Feelin' Groovy),Q3605621
Harpers Bizarre,Q1586034
--NME--,--NME--
House of Pain,Q752410
Truth Crushed to Earth Shall Rise Again,Q3999886
Sadat X,Q772762
Brand Nubian,Q897757
Guru (rapper),Q974795
Gang Starr,Q844524
Divine Styler,Q5284140
Cokni O'Dire,Q5141749
The Scheme (band),Q30609925
Alan Lomax,Q558104
Mississippi Fred McDowell,Q964219
Blues,Q9759
Folk music,Q43343
Mississippi Fred McDowell,Q964219
--NME--,--NME--
Hill country blues,Q5762403
Warp (record label),Q543707
Boards of Canada,Q722778
Electronic music,Q9778
Music Has the Right to Children,Q224539
Geogaddi,Q1503114
The Campfire Headphase,Q1967975
Tomorrow's Harvest,Q12270234
Link Wray,Q252248
Punk rock,Q3071
Hard rock,Q83270
RBX,Q1041341
Nas,Q194220
KRS-One,Q432552
--NME--,--NME--
Dr. Dre,Q6078
Dr. Dre Presents the Aftermath,Q1764643
The Psycho Realm,Q7758662
Psycho Realm,Q1241167
Brian Wilson,Q313013
Dennis Wilson,Q453611
Carl Wilson,Q504920
"Hawthorne, California",Q688596
--NME--,--NME--
--NME--,--NME--
Steel Guitar Rag,Q7605677
New San Antonio Rose,Q17065175
Smoke on the Water (Red Foley song),Q7545910
Stars and Stripes on Iwo Jima,Q7602339
New Spanish Two Step,Q17065204
Country blues,Q649823
Bo Carter,Q323669
Jimmie Rodgers (country singer),Q366358
Country blues,Q649823
Blind Lemon Jefferson,Q45001
Lonnie Johnson (musician),Q1351751
Tampa Red,Q1345751
Blind Blake,Q742396
African Americans,Q49085
--NME--,--NME--
Art rock,Q217467
Brian Eno,Q569003
Before and After Science,Q676884
801 (band),Q1805889
Listen Now,Q6646358
Ashley Hutchings,Q725884
Folk rock,Q186472
--NME--,--NME--
Son of Morris On,Q7560656
African Americans,Q49085
Blues,Q9759
Bobby Rush (musician),Q888655
Denise LaSalle,Q5257702
Sir Charles Jones,Q7526229
Bettye LaVette,Q453456
Marvin Sease,Q6778482
Peggy Scott-Adams,Q2067418
Mel Waiters,Q57896120
Clarence Carter,Q1095377
--NME--,--NME--
O.B. Buchana,Q38956285
--NME--,--NME--
Shirley Brown,Q7498706
--NME--,--NME--
Susan G. Komen for the Cure,Q246898
--NME--,--NME--
American Cancer Society,Q463665
St. Jude Children's Research Hospital,Q1164246
--NME--,--NME--
Easterseals (U.S.),Q5329901
UNICEF,Q740308
NAACP,Q502044
Cystic Fibrosis Foundation,Q649126
--NME--,--NME--
--NME--,--NME--
Kool Thing,Q2468101
Alternative rock,Q11366
Sonic Youth,Q188626
Flavor Flav,Q388785
George Clinton (musician),Q293557
--NME--,--NME--
The Cinderella Theory,Q3520278
--NME--,--NME--
--NME--,--NME--
The Infotainment Scan,Q756507
Middle Class Revolt,Q1948100
Cerebral Caustic,Q4035990
Sacha Baron Cohen,Q29055
--NME--,--NME--
The 11 O'Clock Show,Q7711741
British Academy Film Awards,Q732997
British Academy Television Awards,Q1369077
Da Ali G Show,Q611100
Emmy Award,Q123737
Academy Award for Best Adapted Screenplay,Q107258
Golden Globe Awards,Q1011547
Jazz,Q8341
Johnny St. Cyr,Q326273
Django Reinhardt,Q44122
Danny Barker,Q1164505
Papa Charlie Jackson,Q322760
Clancy Hayes,Q1095001
Blues,Q9759
Gospel music,Q180268
Reverend Gary Davis,Q159098
Marvin Gaye,Q189758
What's Going On (Marvin Gaye album),Q901648
Let's Get It On,Q1094376
Stevie Wonder,Q714
Music of My Mind,Q1929619
Talking Book,Q676192
Innervisions,Q1049169
--NME--,--NME--
Thailand,Q869
1998 Asian Games,Q729664
Pixies (band),Q188464
Kim Deal,Q240509
--NME--,--NME--
Indie Cindy,Q16027276
Head Carrier,Q26963020
Beneath the Eyrie,Q65043337
Steel-string acoustic guitar,Q2563510
Flatpicking,Q463342
Clarence White,Q1095533
Tony Rice,Q1390373
Bryan Sutton,Q4980407
Doc Watson,Q465636
David Grier,Q5234403
Seal (musician),Q218091
Brit Awards,Q223313
Brit Award for British Male Solo Artist,Q48770227
Grammy Award,Q41254
MTV Video Music Award,Q223703
Sonu Nigam,Q470898
Sunidhi Chauhan,Q2722933
Shiamak Davar,Q7495981
--NME--,--NME--
2010 Commonwealth Games,Q695233
Commonwealth Games,Q178340
Delhi,Q1353
--NME--,--NME--
The Damned (band),Q940536
Elvis Costello,Q206939
Ian Dury,Q354002
Wreckless Eric,Q325135
Mick Jagger,Q128121
--NME--,--NME--
--NME--,--NME--
Come On in My Kitchen,Q1113855
Me and the Devil Blues,Q3303752
--NME--,--NME--
Golden Globe Award for Best Actor – Motion Picture Musical or Comedy,Q181883
BAFTA Award for Best Actor in a Leading Role,Q400007
British Academy Film Awards,Q732997
BAFTA Award for Best Film,Q139184
BAFTA Award for Best Direction,Q787131
BAFTA Award for Best Actress in a Supporting Role,Q787123
Kristin Scott Thomas,Q208590
One Night in Bangkok,Q1815337
Murray Head,Q610267
--NME--,--NME--
Anders Glenmark,Q4753783
I Know Him So Well,Q1136344
Barbara Dickson,Q807398
Elaine Paige,Q233962
Barbra Streisand,Q4636
--NME--,--NME--
Miles Davis,Q93341
Miles Davis,Q93341
Seven Steps to Heaven,Q1930386
Miles Davis in Europe,Q1264150
My Funny Valentine (album),Q1956401
Four & More,Q3749131
--NME--,--NME--
Sixteen Stone,Q1931436
Razorblade Suitcase,Q641451
Deconstructed (Bush album),Q579153
The Science of Things,Q2414107
Golden State (album),Q3773002
--NME--,--NME--
Jazz,Q8341
New York City,Q60
Iridium Jazz Club,Q1331383
Village Vanguard,Q670623
Jazz Standard,Q591990
Idoli,Q432679
Maljčiki,Q6743849
Retko te viđam sa devojkama,Q7316861
Kornelije Kovač,Q269170
Zdravko Čolić,Q169179
Malo pojačaj radio,Q12754804
Dave Grohl,Q12006
--NME--,--NME--
Cat Power,Q232348
You Are Free,Q1994885
Queens of the Stone Age,Q1243718
Songs for the Deaf,Q586984
Howlin' Wolf,Q44780
Muddy Waters,Q220707
Willie Dixon,Q204092
Jimmy Reed,Q435600
Mississippi,Q1494
Chicago,Q1297
Great Migration (African American),Q1506365
--NME--,--NME--
Taj Mahal (musician),Q353023
Alvin Youngblood Hart,Q449290
Ralph McTell,Q711515
Chris Smither,Q5108108
Jack White,Q272031
The White Stripes,Q268160
Cliff Richard,Q82238
Lay All Your Love on Me,Q2092859
Dionne Warwick,Q234695
Peter Cetera,Q468815
Celebrity Skin (band),Q5057765
--NME--,--NME--
Nazanin Afshin-Jam,Q447592
Miss World Canada,Q17004461
Miss World 2003,Q2708384
Sanya,Q319804
China,Q148
Brad Wilk,Q426687
Rage Against the Machine,Q72092
Rick Rubin,Q587361
--NME--,--NME--
Brit Awards,Q223313
Brit Award for British Male Solo Artist,Q48770227
Brit Award for Outstanding Contribution to Music,Q65090324
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Echo Music Prize,Q703237
MTV Europe Music Award,Q207599
Bob Dylan,Q392
This Wheel's on Fire,Q3042867
Tears of Rage,Q3367260
I Shall Be Released,Q3044951
The Weight,Q2734855
Easy Rider,Q503638
--NME--,--NME--
--NME--,--NME--
Cloud Nine (George Harrison album),Q514298
--NME--,--NME--
Mystery Girl,Q1889239
Roy Orbison,Q188426
Full Moon Fever,Q1754734
--NME--,--NME--
Into the Great Wide Open,Q785412
--NME--,--NME--
Flaming Pie,Q137399
Paul McCartney,Q2599
Get Up (Bryan Adams album),Q20853485
Bryan Adams,Q482907
--NME--,--NME--
Primetime Emmy Award,Q1044427
Primetime Emmy Award for Outstanding Lead Actress in a Limited Series or Movie,Q989447
Primetime Emmy Award for Outstanding Limited Series,Q20714679
Martin Fry,Q3736302
Southbank Sinfonia,Q7569198
Liverpool,Q24826
"Philharmonic Hall, Liverpool",Q7183048
Glasgow Royal Concert Hall,Q5566904
Sheffield City Hall,Q7492611
"Theatre Royal, Drury Lane",Q1756626
Drury Lane,Q1261392
--NME--,--NME--
London,Q84
"Symphony Hall, Birmingham",Q3507908
Corleone family,Q2341640
Francis Ford Coppola,Q56094
Academy Awards,Q19020
Academy Award for Best Adapted Screenplay,Q107258
Mario Puzo,Q182870
Golden Globe Awards,Q1011547
Golden Globe Award for Best Director,Q586356
Golden Globe Award for Best Screenplay,Q849124
San Francisco,Q62
Blue Cheer,Q804567
Eddie Cochran,Q5969
Summertime Blues,Q1513756
Vincebus Eruptum,Q279232
Heavy metal music,Q38848
--NME--,--NME--
Médecins Sans Frontières,Q49330
Amnesty International,Q42970
Feeding America,Q2006911
Rob Sheffield,Q3486861
AllMusic,Q31181
Mellow Gold,Q1768254
Odelay,Q1067721
Folk music,Q43343
Country music,Q83440
Grunge,Q11365
Electro (music),Q217597
Exotica,Q916387
Old-school hip hop,Q868855
Noise rock,Q181861
--NME--,--NME--
Grammy Award,Q41254
Grammy Award for Best Female Rock Vocal Performance,Q1542148
Criminal (Fiona Apple song),Q765054
MTV Video Music Award,Q223703
MTV Video Music Award for Best New Artist,Q595693
Sleep to Dream,Q7539774
Broadway theatre,Q235065
Tony Award,Q191874
Tony Award for Best Musical,Q1780176
Tony Award for Best Featured Actress in a Musical,Q2005201
Sara Ramirez,Q40069
Tony Award for Best Direction of a Musical,Q377293
Mike Nichols,Q51537
Ruthless Records,Q575026
Eazy-E,Q36804
Eazy-Duz-It,Q1935187
Above the Law (group),Q323178
Livin' Like Hustlers,Q1939825
Michel'le,Q1931208
The D.O.C.,Q502998
No One Can Do It Better,Q935714
J. J. Fad,Q6106062
Supersonic (J. J. Fad album),Q7644157
--NME--,--NME--
Jimmy'z,Q21520455
Muzical Madness,Q6944446
Dave Grohl,Q12006
Nine Inch Nails,Q11647
With Teeth,Q931635
Drum kit,Q128309
--NME--,--NME--
Not the Actual Events,Q28030865
--NME--,--NME--
Patti Smith,Q557
The Runaways,Q908458
The Pretenders,Q667389
Blind Willie McTell,Q181689
Blind Boy Fuller,Q174478
Piedmont blues,Q1109497
Ragtime,Q185652
Fingerstyle guitar,Q1140333
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Collective Consciousness Society,Q1108971
Mickie Most,Q331030
Led Zeppelin,Q2331
Whole Lotta Love,Q643423
BBC,Q9531
Top of the Pops,Q930414
--NME--,--NME--
New Sensations,Q127317
--NME--,--NME--
--NME--,--NME--
Street Hassle,Q2530786
--NME--,--NME--
--NME--,--NME--
Coney Island Baby,Q1124806
--NME--,--NME--
I Never Loved a Man the Way I Love You,Q595440
Lady Soul,Q928442
Spirit in the Dark,Q1026825
"Young, Gifted and Black",Q1616155
Amazing Grace (Aretha Franklin album),Q3613741
Sparkle (Sparkle album),Q7573671
--NME--,--NME--
The Beatles,Q1299
Abbey Road,Q173643
The Other Side of Abbey Road,Q3988589
White Rabbit (George Benson album),Q7995244
White Rabbit (song),Q1138361
--NME--,--NME--
San Francisco,Q62
--NME--,--NME--
--NME--,--NME--
Lincoln Center for the Performing Arts,Q581044
Kronos Quartet,Q1126131
IRCAM,Q579314
Ensemble InterContemporain,Q125921
BBC,Q9531
New York Philharmonic,Q471154
Salzburg Festival,Q256443
Théâtre du Châtelet,Q1469315
--NME--,--NME--
Finnish National Opera and Ballet,Q1418002
Turkey,Q43
Ottoman Empire,Q12560
Arshak II (opera),Q4070994
--NME--,--NME--
Armenians in the Ottoman Empire,Q891146
Tigran Chukhajian,Q1382028
Hank Williams Jr.,Q552819
Hank Williams III,Q741600
Gary Allan,Q1494805
Shania Twain,Q131433
--NME--,--NME--
Brooks & Dunn,Q929683
Faith Hill,Q464241
Garth Brooks,Q216288
Alan Jackson,Q380927
Dwight Yoakam,Q713099
Steve Earle,Q781634
Dolly Parton,Q180453
Rosanne Cash,Q462289
Linda Ronstadt,Q229375
A Thousand Suns,Q13171
The Catalyst,Q19987
Burning in the Skies,Q19989
Iridescent (song),Q19990
Mike Shinoda,Q19201
--NME--,--NME--
The Elephant Man (film),Q272860
Academy Awards,Q19020
Academy Award for Best Director,Q103360
Academy Award for Best Adapted Screenplay,Q107258
--NME--,--NME--
Jimi Hendrix,Q5928
--NME--,--NME--
Jimi Hendrix,Q5928
Hey Joe,Q369924
Purple Haze,Q1241630
The Wind Cries Mary,Q2596700
San Diego,Q16552
Old Globe Theatre,Q7084094
Broadway theatre,Q235065
Tony Award,Q191874
Tony Award for Best Original Score,Q1478089
Tony Award for Best Book of a Musical,Q1784838
Tony Award for Best Actress in a Musical,Q1537996
Joanna Gleason,Q273830
The Phantom of the Opera (1986 musical),Q382353
Simon Fuller,Q367691
The Prince's Trust,Q7758242
Amnesty International,Q42970
Save the Children,Q215934
United Nations Foundation,Q1622260
UNICEF,Q740308
Greenpeace,Q81307
World Wide Fund for Nature,Q117892
Comic Relief,Q1114459
Academy Awards,Q19020
Academy Award for Best Picture,Q102427
Lawrence Turman,Q370417
Academy Award for Best Actor,Q103916
Dustin Hoffman,Q42930
Academy Award for Best Actress,Q103618
Anne Bancroft,Q183532
Academy Award for Best Supporting Actress,Q106301
Katharine Ross,Q232837
Academy Award for Best Adapted Screenplay,Q107258
Buck Henry,Q999332
Calder Willingham,Q459230
Academy Award for Best Cinematography,Q131520
Robert Surtees (cinematographer),Q178115
Mike Chapman,Q254385
The Sweet,Q487919
Mud (band),Q1471676
Suzi Quatro,Q234750
Blondie (band),Q202741
Pat Benatar,Q235252
The Knack,Q1427240
--NME--,--NME--
Blues,Q9759
--NME--,--NME--
Blues rock,Q193355
Jazz fusion,Q105527
The Doors,Q45354
Canned Heat,Q339088
Jefferson Airplane,Q488260
Janis Joplin,Q1514
Johnny Winter,Q332635
The J. Geils Band,Q1542906
Ry Cooder,Q318374
Alternative country,Q438476
The Bottle Rockets,Q2409964
The Handsome Family,Q60339
Blue Mountain (band),Q4929498
Robbie Fulks,Q7340891
Blood Oranges,Q4927660
Bright Eyes (band),Q915714
Drive-By Truckers,Q607725
--NME--,--NME--
Old Crow Medicine Show,Q7083804
Nickel Creek,Q1895390
Neko Case,Q431591
Whiskeytown,Q1240650
Ryan Adams,Q437970
Black Messiah (album),Q18638796
Beyoncé,Q36153
Run the Jewels,Q15052731
Run the Jewels 2,Q18163579
Kendrick Lamar,Q130798
To Pimp a Butterfly,Q19602856
Rihanna,Q36844
Anti (album),Q21084500
Kanye West,Q15935
The Life of Pablo,Q21996865
Beyoncé,Q36153
Formation (song),Q22668404
Heart Like a Wheel,Q5692027
Simple Dreams,Q7341607
Living in the USA,Q6659487
Linda Ronstadt,Q229375
--NME--,--NME--
Pop music,Q37073
--NME--,--NME--
MTV,Q43359
My Chemical Romance,Q483285
Sum 41,Q483558
Simple Plan,Q485825
Finland,Q33
Black metal,Q132438
Death metal,Q483251
--NME--,--NME--
Beherit,Q814482
Archgoat,Q3499560
Impaled Nazarene,Q629689
--NME--,--NME--
--NME--,--NME--
Rock Hard (magazine),Q455803
--NME--,--NME--
--NME--,--NME--
Academy Awards,Q19020
Academy Award for Best Actress,Q103618
--NME--,--NME--
As Good as It Gets,Q221594
Cheryl Cohen-Greene,Q5092714
The Sessions (film),Q514416
Academy Awards,Q19020
Academy Award for Best Supporting Actress,Q106301
You Do Something to Me,Q96608784
Cole Porter,Q215120
HIV/AIDS,Q12199
Red Hot + Blue,Q2136007
Red Hot Organization,Q748704
Academy Awards,Q19020
Academy Award for Best Original Score,Q488651
Academy Award for Best Original Song,Q112243
A Whole New World,Q1326000
--NME--,--NME--
Academy Award for Best Original Song,Q112243
Friend Like Me,Q17005728
Academy Award for Best Sound Editing,Q488645
Mark Mangini,Q16731914
Academy Award for Best Sound Mixing,Q830079
Terry Porter (sound engineer),Q7704924
Mel Metcalfe,Q1918900
David J. Hudson,Q5235439
--NME--,--NME--
--NME--,--NME--
Piano,Q5994
Evelyn Glennie,Q239275
Philip Smith (musician),Q7184396
The Hallé,Q262431
Mark Elder,Q328718
--NME--,--NME--
2002 Commonwealth Games,Q1116640
--NME--,--NME--
Manchester,Q18125
Rock and roll,Q7749
Disco,Q58339
Bob Seger,Q364131
Old Time Rock and Roll,Q3881529
The Who,Q93346
Sister Disco,Q3485347
The Who,Q93346
Eminence Front,Q3042550
Disco,Q58339
Bicentennial of Chile,Q4903577
Sebastián Piñera,Q306
2014 South American Games,Q892707
Santiago,Q2887
Deep Purple,Q101505
Whitesnake,Q189965
David Coverdale,Q115962
Samson (band),Q1138767
Nicky Moore,Q7028656
Lone Star (band),Q909348
John Sloman,Q3809621
Tony Iommi,Q202733
Michael Bolton,Q312514
Academy Awards,Q19020
Academy Award for Best Sound Mixing,Q830079
Loren L. Ryder,Q124515
Academy Award for Best Original Screenplay,Q41417
Chuck D,Q733373
Prophets of Rage,Q24706034
B-Real,Q352246
Rage Against the Machine,Q72092
Alternative country,Q438476
--NME--,--NME--
Lucinda Williams,Q256813
Passionate Kisses,Q7142763
Mary Chapin Carpenter,Q270765
Ryan Adams,Q437970
When the Stars Go Blue,Q618337
Tim McGraw,Q356487
Old Crow Medicine Show,Q7083804
Wagon Wheel (song),Q7959653
Darius Rucker,Q445405
Pink (singer),Q160009
Human Rights Campaign,Q1253380
ONE Campaign,Q1133343
The Prince's Trust,Q7758242
New York Restoration Project,Q7013931
--NME--,--NME--
Save the Children,Q215934
Take Back the Night (organization),Q2178318
UNICEF,Q740308
World Animal Protection,Q541683
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
The World Starts Tonight,Q718945
Lost in France,Q629047
More Than a Lover,Q17026336
--NME--,--NME--
Psy,Q20150
2014 Asian Games,Q495366
Incheon,Q20934
South Korea,Q884
Chess,Q718
Concept album,Q207393
Elaine Paige,Q233962
Barbara Dickson,Q807398
Murray Head,Q610267
Sweden,Q34
Tommy Körberg,Q920220
Björn Skifs,Q714167
--NME--,--NME--
National Board of Review,Q1133614
--NME--,--NME--
Broadcast Film Critics Association,Q2008615
Chicago Film Critics Association,Q1071907
Genie Awards,Q1502249
World Soundtrack Awards,Q3233737
--NME--,--NME--
Gotham Awards,Q1538791
Saturn Award,Q105447
--NME--,--NME--
Miss World,Q173402
Miss Universe,Q161376
--NME--,--NME--
The Corries,Q1349385
Silly Wizard,Q179221
Capercaillie (band),Q1034596
Runrig,Q839817
Jackie Leven,Q432870
Julie Fowlis,Q467103
Karine Polwart,Q1729615
Alasdair Roberts (musician),Q4708446
Dick Gaughan,Q734254
Wolfstone,Q2257155
The Boys of the Lough,Q896059
The Silencers (band),Q495973
--NME--,--NME--
Scottish folk music,Q17018487
Scottish folk music,Q17018487
Milt Gabler,Q145823
Billy Crystal,Q186485
--NME--,--NME--
Compact disc,Q34467
--NME--,--NME--
Billie Holiday,Q104358
Strange Fruit,Q765709
Rock Around the Clock,Q552098
Bill Haley & His Comets,Q2914477
--NME--,--NME--
Billy Crystal,Q186485
Frank Stokes (musician),Q708423
Sleepy John Estes,Q1754823
Robert Wilkins,Q1316912
Joe Willie Wilkins,Q6213014
Casey Bill Weldon,Q606603
Memphis Minnie,Q464728
Washboard (musical instrument),Q21607265
Fiddle,Q510487
Kazoo,Q483994
Mandolin,Q302497
--NME--,--NME--
--NME--,--NME--
Hawkwind,Q285966
In Search of Space,Q1933134
Doremi Fasol Latido,Q979048
Space Ritual (band),Q7572476
Meshell Ndegeocello,Q72720
Brooklyn Funk Essentials,Q2926170
--NME--,--NME--
United Kingdom,Q145
Acid jazz,Q221772
Jamiroquai,Q202041
Incognito (band),Q615207
Galliano (band),Q286110
Omar Lye-Fook,Q3351879
Los Tetas,Q8273049
The Brand New Heavies,Q608233
The Simpsons,Q886
Homerpalooza,Q602839
Homer Simpson,Q7810
Rock musical,Q7354827
Lisa Simpson,Q5846
Bart Simpson,Q5480
Milhouse Van Houten,Q1514450
Grand Funk Railroad,Q622815
Jefferson Airplane,Q488260
Jefferson Starship,Q2265203
Annie Hall,Q233464
--NME--,--NME--
Diane Keaton,Q102642
Academy Awards,Q19020
Academy Award for Best Picture,Q102427
Academy Award for Best Director,Q103360
Academy Award for Best Original Screenplay,Q41417
Academy Award for Best Actress,Q103618
Diane Keaton,Q102642
--NME--,--NME--
Stardust (song),Q224592
What a Wonderful World,Q944632
When the Saints Go Marching In,Q1753926
Dream a Little Dream of Me,Q652821
Ain't Misbehavin' (song),Q406268
You Rascal You,Q8057472
Stompin' at the Savoy,Q7618804
Nirvana (band),Q11649
Led Zeppelin,Q2331
Heartbreaker (Led Zeppelin song),Q392695
Moby Dick (instrumental),Q1095561
Immigrant Song,Q1783363
Black Sabbath,Q47670
Hand of Doom (Black Sabbath song),Q3782969
Kiss (band),Q124179
--NME--,--NME--
Incesticide,Q652087
--NME--,--NME--
Led Zeppelin,Q2331
Aerosmith,Q126826
--NME--,--NME--
St Germain (musician),Q612068
Jazzanova,Q708757
Fila Brazillia,Q1412417
Jazz,Q8341
The Cinematic Orchestra,Q1087300
--NME--,--NME--
--NME--,--NME--
Bugge Wesseltoft,Q897564
Jaga Jazzist,Q607285
Nils Petter Molvær,Q738139
2014 Brit Awards,Q15629735
David Bowie,Q5383
Brit Awards,Q223313
Brit Award for British Male Solo Artist,Q48770227
Kate Moss,Q212531
Pitchfork (website),Q721140
--NME--,--NME--
Generation Terrorists,Q628697
Punk rock,Q3071
Cock rock,Q5139519
--NME--,--NME--
Glam rock,Q76092
The Clash,Q125603
London Calling (song),Q644416
ARIA Music Awards,Q1862932
--NME--,--NME--
ARIA Award for Best Pop Release,Q17020078
ARIA Award for Single of the Year,Q4653731
Chain (band),Q5067855
Chains (Tina Arena song),Q5068005
ARIA Award for Album of the Year,Q4653727
ARIA Award for Best Female Artist,Q4653728
Don't Ask,Q5291416
ARIA Music Awards,Q1862932
Ryan Cayabyab,Q7383955
